Creation Date,Accession Number,Artist,Credit Line,Display Title,Display Dimensions,Medium,Media & Support,Facility ,Current Location,Location Description,Street Address,Street Address 2,District Name,Geocoding Source,Geocoding Accuracy,Geocoding Accuracy Type,Latitude,Longitude,point,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
2005,2007.32.8,Wang Po Shu,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,Ghinlon/Transcope,47 1/2 x 28 x 7 1/2 in.,"Stainless steel, mirror and glass lenses","Stainless steel, mirror and glass lenses",Octavia Blvd.,Public Display,At Oak St. Nw Corner,"at Oak St., San Francisco, CA",,District 5,,,,,,,,,,
1995,1995.7.d,Joesam.,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Tenderloin Children's Recreation Center,Folks in the 'Hood [woman with ball],59 x 48 x 1 1/4 in.,#836 galvanized steel,#836 galvanized steel on steel fence,Tenderloin Recreation Center,Public Display,Front Fence,"570 Ellis St, San Francisco, CA 94109",,District 6,Automation,1,parcel,37.784672,-122.415597,POINT (-122.415597 37.784672),20,5,10,36
2013,2014.6,"Ording, Kelly",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Palega Playground,Windmills,162  x 456 in.,Ceramic tile mosaic,Ceramic tile mosaic,Palega Recreation Center,Public Display,Interior Wall,500 Felton Street,,District 9,Department Data,,,37.7293421,-122.4097800,POINT (-122.40978 37.7293421),91,2,2,25
1974,1984.46,"Richardson, Harry",Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for the San Francisco General Hospital,The Great Blue Heron,90  x 48  x 18 in.,Stainless steel and stone with cast stone base,Stainless steel and stone with cast stone base,San Francisco General Hospital,City Agency,Main Building Fourth Floor West Terrace,"1001 Portrero Avenue, San Francisco, CA",,District 10,,,,,,,,,,
1996,1996.7.g,"Yung, Rene",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,lamp (New Soil),14 x 54 x 7 in.,Aluminum and lighting,Aluminum and lighting,Chinatown Library,Public Display,Reading Room,1135 Powell St.,,District 3,Department Data,,,37.795222,-122.409839,POINT (-122.409839 37.795222),16,6,3,6
2008,2011.25.1-7,"Igarashi, Takenobu",Collection of the City and County of San Francisco,Horizontal Feeling,,"Glazed ceramic, wood and stainless steel","Glazed ceramic, wood and stainless steel",Laguna Honda Hospital,City Agency,Mezzanine Dining Room,"Mezzanine, San Francisco, CA",,District 7,,,,,,,,,,
1969,1967.83,"Gordin, Sidney",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Hall of Justice,Untitled,117  x 132  x 132 in.,Bronze,Bronze on concrete,Davies Symphony Hall,Public Display,Van Ness Terrace,", San Francisco, CA",,District 6,,,,,,,,,,
1987,1987.44.s,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [first floor window],35 x 22 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
2015,2016.10.a-c,"Masaoka, Alan",Collection of the City and County of San Francisco,River of Time,,Stained glass,Stained glass,San Francisco General Hospital,City Agency,Acute Care Unit Floor 7,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
1997,1997.10,"McDonnell, Mark",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Fire Station #39,Glass Rondella,30 in. diameter,Glass,Glass,San Francisco Fire Department Fire Station #39,City Agency,,"1091 Portola Dr, San Francisco, CA 94127",,District 7,Automation,1,parcel,37.740099,-122.458756,POINT (-122.458756 37.740099),117,9,8,41
1996,1996.1.5,"Beldner, Ray",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Ocean Beach Terminal Project,Playland Revisited [Streetcar],144 x 112 x 4 1/2 in.,Stainless steel mesh over steel armature with photo-etched plaques,Stainless steel mesh over steel armature with photo-etched plaques,MUNI terminal,Public Display,Ne Intersection Corner,"Cabrillo St and La Playa St, San Francisco, CA 94121",,District 1,Automation,1,intersection,37.773258,-122.510037,POINT (-122.510037 37.773258),8,8,4,29
1932,1933.41,"Patigian, Haig",Collection of the City and County of San Francisco; Gift of Mrs. Lillie Hitchcock Coit,Volunteer Fireman Memorial,204 x 96 x 96 in.,Bronze,Bronze on marble,Washington Square,Public Display,Columbus Ave. near Filbert St.,"Filbert, Stockton, Union and Powell St.",,District 3,Department Data,,,37.8008303,"-122.4109983,18z",,,,,
2009,2009.7.2,Wowhaus,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Sunnyside Menagerie [glyphies],3 1/4 x 3 1/2 x 3/4 in.,Bronze,Bronze on concrete,Sunnyside Conservatory,Public Display,Garden Walkways,"236 Monterey Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.731861,-122.440824,POINT (-122.440824 37.731861),95,9,8,41
1989,1989.25.h,"Heavenston, Martha",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Gene Friend Recreation Center,A World View [mountain],48 x 70 x 22 in.,"Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth","Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth on concrete",Gene Friend Recreation Center,Public Display,Playground,"270 6th St, San Francisco, CA 94103",,District 6,Automation,1,range_interpolation,37.778565,-122.406,POINT (-122.406 37.778565),32,1,10,34
2006,2007.10.1-2,"Nagasawa, Nobuho, Margrill, Anita and Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Third Street Light Rail Project),Light rail platform,"Painted steel, stainless steel","Painted steel, stainless steel on Steel, concrete",3rd Street Light Rail,Public Display,Southbound Platform,3rd and Mariposa St.,,District 10,Department Data,,,37.7636755,"-122.3910885,17z",,,,,
1899,1899.1,"Aitken, Robert Ingersoll",Collection of the City and County of San Francisco,Spandrels on Spreckles Temple of Music,240  x 554  x 12 in.,Cast concrete,Cast concrete on concrete,Golden Gate Park,Public Display,Southwest End Of Music Concourse,Music Concourse Drive,,District 1,Department Data,,,37.7703537,-122.4666711,POINT (-122.4666711 37.7703537),9,8,4,12
1996,1996.7.i,"Yung, Rene",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,copper panel,55 x 22 1/2 x 1 in.,Copper,Copper,Chinatown Library,Public Display,Reading Room,"1135 Powell St, San Francisco, CA 94108",,District 3,Automation,1,parcel,37.795226,-122.410182,POINT (-122.410182 37.795226),16,6,3,6
1934,1934.18.a-b,"Cuneo, Rinaldo",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Bay Area Hills,108 x 54 in.,Oil,Oil on canvas,Coit Tower,Public Display,Elevator Lobby,1 Telegraph Hill Blvd.,,District 3,Department Data,,,37.8023949,-122.4058222,POINT (-122.4058222 37.8023949),18,6,3,23
2006,2007.20.1,"Hayes, Frederick, JoeSam and Washington, Horace",Collection ofCollection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Utitled (Pole-mounted sculpture),480 x 36 x 14 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. Between Kirkwood And La Salle Ave.,"3rd St and La Salle Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.73717,-122.389864,POINT (-122.389864 37.73717),86,2,9,1
2009,2009.7.10,Wowhaus,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Sunnyside Menagerie [glyphies],3 1/4 x 3 1/2 x 3/4 in.,Bronze,Bronze on concrete,Sunnyside Conservatory,Public Display,Garden Walkways,"236 Monterey Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.731861,-122.440824,POINT (-122.440824 37.731861),95,9,8,41
2015,2017.8,"Murch, Anna Valentina",Collection of the City and County of San Francisco,Archipelago,,"Stainless steel, granite and LED lights","Stainless steel, granite and LED lights",San Francisco General Hospital,City Agency,Acute Care Unit Plaza,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
2006,2007.27,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),300 x 24 x 24 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. At Gilman Ave.,"3rd St and Gilman Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.722432,-122.395623,POINT (-122.395623 37.722432),86,2,9,1
1999,1999.13,"Mandel, Mike and Sultan, Larry",Commissioned for the San Francisco International Airport; Collection of the City and County of San Francisco.,Waiting,19 1/2' H X 19 1/2' W,Mosaic tile,Mosaic tile,International Terminal,SFO,Gate A7,BA/A,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1968,1968.45,Vaea,Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for Health Center #3,Untitled,32  x 22  x 19 in.,Ceramic,Ceramic on steel base,Silver Avenue Family Health Center #3,City Agency,Lobby Stairwell,"1525 Silver Ave, San Francisco, CA 94134",,District 9,Automation,1,parcel,37.732336,-122.406393,POINT (-122.406393 37.732336),91,2,2,25
2000,2000.5.1-2,"Crutcher, Colette and Roller, Mark",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Ocean View Branch,Art Panels,108  x 108 in.,Cast concrete and pigment,Cast concrete and pigment,Ocean View Library,Public Display,Main Entrance Facade,345 Randolph Street,,District 11,Department Data,,,37.747398,-122.439217,POINT (-122.439217 37.747398),57,3,5,22
2006,2007.4.1-3,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Third Street Light Rail Project),Light rail platform,"Stainless steel, painted steel","Stainless steel, painted steel",3rd Street Light Rail,Public Display,4Th And King St.,4th and King St.,,District 6,Department Data,,,37.776369,-122.39433,POINT (-122.39433 37.776369),34,1,10,4
1934,1934.8.a,"Dean, Mallette (Harold)",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Stockbroker,120 x 48 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,"1 Telegraph Hill Blvd, San Francisco, CA 94133",,District 3,Automation,1,parcel,37.802312,-122.405884,POINT (-122.405884 37.802312),18,6,3,23
1996-2002,2002.5,"Murrill, Gwynn",Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the San Francisco Zoo,Cougar III,12 1/2  x 64  x 26 in.,Cast bronze,Cast bronze,San Francisco Zoo,Public Display,Main Entrance,"Sloat Blvd. at Great Hwy., San Francisco, CA",,District 7,,,,,,,,,,
1999,1999.18,"Leong, Lampo",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Wo Hei Yuen Park,Tectonic Melange,26' diameter,"black, yellow and red granite","black, yellow and red granite",Chinatown Portsmouth Square,Public Display,Between Jackson St. And John St.,Powell St.,,District 3,Department Data,,,37.795848,-122.41043,POINT (-122.41043 37.795848),16,6,3,6
2009,,"Davis, Michael and Schwartzenberg, Susan",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Harvey Milk Center for the Recreational Arts,Homage to the Amateur; The American Dream: A Tribute to Harvey Milk; Bio/Obscura,varies,"Mixed media, found objects, steel, glass, architectural foam, paint","Mixed media, found objects, steel, glass, architectural foam, paint on Steel, building facade, glass",Harvey Milk Center for Rec Arts,Public Display,,"Duboce Ave and Scott St, San Francisco, CA 94117",,District 8,Automation,0.92,intersection,37.769113,-122.434893,POINT (-122.434893 37.769113),28,7,5,5
2013,2014.3.a-e,"Saunders, Ron Moultrie",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Bayview Branch,Symbiotic Relationships,Variable (44  x 55 in. each),Archival pigment print,Archival pigment print on aluminum with plexi,San Francisco Public Library Bayview Branch,City Agency,,"5075 3rd St, San Francisco, CA 94124",,District 10,Automation,1,range_interpolation,37.732565,-122.391215,POINT (-122.391215 37.732565),86,2,9,1
2005,2007.32.1,Wang Po Shu,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,Ghinlon/Transcope,47 1/2 x 28 x 7 1/2 in.,"Stainless steel, mirror and glass lenses","Stainless steel, mirror and glass lenses",Octavia Blvd.,Public Display,At Market St. Nw Corner,"at Market St., San Francisco, CA",,District 5,,,,,,,,,,
1923,1923.2.2,"Walters, Edgar",Collection of the City and County of San Francisco;  Commissioned by the architect Lewis Hobart upon construction of the Steinhart Aquarium in 1923,Sigmund Steinhart,24 x 24 x 1 1/2 in.,Bronze,Bronze,California Academy of Sciences,Public Display,Aquarium Landing,55 Music Concourse Dr.,,District 1,Department Data,,,37.769865,-122.466095,POINT (-122.466095 37.769865),9,8,4,12
1999,1999.19.3,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,Bench support (Rat),16 x 15 x 15 in.,cast concrete,cast concrete,Chinatown Portsmouth Square,Public Display,Lower Level Playground,"Clay St and Kearny St, San Francisco, CA 94108",,District 3,Automation,1,intersection,37.794453,-122.404796,POINT (-122.404796 37.794453),104,6,3,6
2015,2016.6.a-h,"Garten, Cliff",Collection of the City and County of San Francisco,Ethereal Bodies 8,,"Stainless Steel, planted earthwork and LED light","Stainless Steel, planted earthwork and LED light",San Francisco General Hospital,City Agency,Acute Care Unit Main Entry Median 23Rd Street Entrance,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
1935,1942.11,"Bufano, Beniamino",Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,Cat,29  x 34 1/2  x 65 in.,Granite,Granite,Valencia Gardens Apartments,Public Display,,390 Valencia St.,,District 8,Department Data,,,37.7666720,-122.4222550,POINT (-122.422255 37.766672),37,3,5,20
1877-1878,1894.1,"Dore, Paul Gustave",Collection of the City and County of San Francisco; Gift of M. H. de Young,La poeme de la vigne,186  x 72  x 74 in.,Bronze,Bronze on concrete,Golden Gate Park,Public Display,Southeast Of De Young Museum,Hagiwara Tea Garden Drive,,District 1,Department Data,,,37.7703537,-122.4666711,POINT (-122.4666711 37.7703537),9,8,4,12
2008,2011.30.a-n,"Smith, Owen",Collection of the City and County of San Francisco,The Four Elements,,Ceramic tile mosaic and glass; fiber reinforced concrete,Ceramic tile mosaic and glass; fiber reinforced concrete,Laguna Honda Hospital,City Agency,North And South Residence L5,"North and South Residence, San Francisco, CA",,District 7,,,,,,,,,,
1941,1940.8,"Patigian, Haig",Collection of the City and County of San Francisco; Gift of Major Edward Bowos,William C. Ralston (1826-1875) Monument,168 x 108 x 72 in.,Bronze,Bronze on granite,Marina Green Drive,Public Display,,between Fillmore and Avila St.,,District 2,Department Data,,,37.8066235,-122.4391137,POINT (-122.4391137 37.8066235),17,4,6,13
1987,1987.44.q,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [double door window],35 x 16 1/2 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
2005,2007.32.9,Wang Po Shu,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,Ghinlon/Transcope,58 x 8 x 4 1/2 in.,"Stainless steel, mirror and glass lenses","Stainless steel, mirror and glass lenses",Octavia Blvd.,Public Display,At Fell St. Se Corner,"at Fell St., San Francisco, CA",,District 5,,,,,,,,,,
2005,2006.4.d,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Eureka Valley Recreation Center,Welcome Hands,15 1/2 x 15 1/2 x 1 in.,cast concrete,cast concrete on concrete,Eureka Valley Recreation Center,Public Display,External Columns,"100 Collingwood St, San Francisco, CA 94114",,District 8,Automation,1,parcel,37.76048,-122.436243,POINT (-122.436243 37.76048),38,3,5,5
1988,1988.3,"Anderson, Lois",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Douglass Playground Fieldhouse,Outdoor Wall Mosaic,36 1/2 x 32 x 2 1/2 in.,"Tiles, glass, metal, buttons, jewelry on fiber-glassed plywood","Tiles, glass, metal, buttons, jewelry on fiber-glassed plywood",Douglass Playground Fieldhouse,Public Display,Building Exterior,Douglass and 26th St.,,District 8,Department Data,,,37.7472782,-122.4389328,POINT (-122.4389328 37.7472782),57,3,5,22
1935,1973.26.c,"Moya del Pino, Jose",Collection of the City and County of San Francisco,Murals for the Acme Beer Company (Making and Bottling Beer),90 x 312 in.,Fresco secco,Fresco secco,African American Art and Culture Complex,Public Display,3Rd Floor,"726 Fulton St, San Francisco, CA 94102",,District 5,Automation,1,range_interpolation,37.778229,-122.428493,POINT (-122.428493 37.778229),97,4,11,39
2012,2013.5.a-i,"Suárez-Wolfe, Primitivo",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Church and Duboce Streetscape Improvement Project,Domestic Seating,Dimensions variable,Bronze,Bronze,,Public Display,South And North Sides Of Duboce St.,Duboce at Church St.,,District 8,Department Data,,,37.769427,-122.429589,POINT (-122.429589 37.769427),28,7,5,5
1999-2002,2003.1.1-4,"Fischer, R. M.",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Union Square,Union Square Colonnade,"Four columns with light fixtures, each 1-2 stories h","stainless steel, polycarbonate, aluminum","stainless steel, polycarbonate, aluminum on granite",Union Square,Public Display,South Side,333 Post St.,,District 3,Department Data,,,37.7877590,-122.4074790,POINT (-122.407479 37.787759),19,6,3,8
1904,1905.1,"Cummings, M. Earl",Collection of the City and County of San Francisco; Gift of the sculptor to the City of San Francisco,Man Drinking Water,36 x 24 x 15 in.,Bronze,Bronze on Rock,Washington Square,Public Display,Marini Plaza Columbus Avenue At Powell And Union St,"Filbert, Stockton, Union and Powell St.",,District 3,Department Data,,,37.8008791,-122.4109539,POINT (-122.4109539 37.8008791),106,6,3,23
2016,,Wowhaus,Commissioned by the San Francisco Arts Commission,Ocean Avenue History Project [Unity Plaza],,Ceramic enamel tile,Ceramic enamel tile,Unity Plaza,Public Display,,1100 Ocean Ave,,District 7,Department Data,,,37.7244077,"-122.4557178,925",,,,,
2015,2016.12.a-h,"Otterness, Tom",Collection of the City and County of San Francisco,Mother with Children with Hearts,,Bronze,Bronze,San Francisco General Hospital,City Agency,Acute Care Unit Pedestrian Walkway Portrero Entrance,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
1987,1987.44.v,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [second floor window],45 x 20 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
2006,2007.24,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),300 x 24 x 24 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. And Williams Ave.,"3rd St and Williams Ave, San Francisco, CA 94124",,District 10,Automation,0.92,intersection,37.729278,-122.392625,POINT (-122.392625 37.729278),86,2,9,1
2012,2012.1.a-c,"Crutcher, Colette",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Betty Ann Ong Chinese Recreation Center,Plaything of the Wind,Varies,"Ceramic tile, crockery, glass, recycled mirrors, grout and cement board","Ceramic tile, crockery, glass, recycled mirrors, grout and cement board",Betty Ann Ong Chinese Recreation Center,Public Display,Playground Exterior South Wall,1199 Mason St.,,District 3,Department Data,,,37.7942364,-122.4116283,POINT (-122.4116283 37.7942364),16,6,3,21
2005,2005.7.a,"Blackstone, Amy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Helen Wills Playground,"Earth, Fire, and Water",144 x 36 x 36 in.,"Steel, fiberglass, patina, lighting","Steel, fiberglass, patina, lighting",Helen Wills Playground,Public Display,Roof Deck Of Clubhouse,"Broadway and Larkin St, San Francisco, CA 94109",,District 3,Automation,1,intersection,37.796095,-122.42011,POINT (-122.42011 37.796095),105,6,3,32
2002,2002.2.1.a,Jon Rubin and Harrell Fletcher,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the North Beach Parking Garage,Photos of People from the Neighborhood Enlarged and Attached to the Building,24 x 24 in.,Porcelain enamel,Porcelain enamel on steel,North Beach Garage,Public Display,Building Facade,"735 Vallejo St, San Francisco, CA 94133",,District 3,Automation,1,parcel,37.798376,-122.409541,POINT (-122.409541 37.798376),106,6,3,6
2015,2016.11.c.1,"Nagase, Masayuki",Collection of the City and County of San Francisco,Breath Between Sky and Ocean [Paver],48 x 28 x 2 in.,Granite,Granite,San Francisco General Hospital,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
2014,,"Schnell, Jovi",Commissioned by the San Francisco Arts Commission,There Slipped Saturn a Perpetual Tock - a.k.a. The Saturn Clock,"Variable: Scale of the entire mural is approximated at 6,069 square ft. on 6 freeway columns",Painted mural,Painted mural on concrete,SOMA West Skatepark,Public Display,Btwn 13/15th Streets,"Mission St, San Francisco, CA 94110",,District 6,Automation,1,street_center,37.742442,-122.422042,POINT (-122.422042 37.742442),83,9,2,2
1985,1985.32.a-c,"Brown, Joan",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Performing Arts Garage,The Dancing Musicians,"larger figures: 1 1/2 stories h x 7' w each; smaller figure: 1 story h x 20"" w",Bronze,Bronze on concrete,Performing Arts Garage,Public Display,Exterior Facade,"360 Grove St, San Francisco, CA 94102",,District 6,Automation,1,parcel,37.77818,-122.422523,POINT (-122.422523 37.77818),21,4,11,9
1987,1987.44.e,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [first floor window],40 x 30 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
ca. 1975,1975.29,"Halprin, Lawrence",Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for the United Nations Plaza,United Nations Plaza Fountain,165' length,Granite,Granite,Civic Center United Nations Plaza,Public Display,,"Leavenworth St and Market St, San Francisco, CA 94102",,District 6,Automation,0.98,intersection,37.779992,-122.413487,POINT (-122.413487 37.779992),21,5,10,36
2015,2016.12.g,"Otterness, Tom",Collection of the City and County of San Francisco,"Mother with Children with Hearts [Heart Figures Couple, Dr. and Patient with Crutch]",24 x 48 x 20 in.,Bronze,Bronze,San Francisco General Hospital,City Agency,Acute Care Unit Pedestrian Walkway Portrero Entrance,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
1905,1907.1,"Cummings, M. Earl",Collection of the City and County of San Francisco; Gift of the National Society of Colonial Dames in California,Sun Dial,84  x 32  x 32 in.,Bronze,Bronze on granite,Golden Gate Park,Public Display,Southeast Of De Young Museum,Hagiwara Tea Garden Drive,,District 1,Department Data,,,37.7703537,-122.4666711,POINT (-122.4666711 37.7703537),9,8,4,12
1960,1960.23,Anonymous,"Collection of the City and County of San Francisco; Gift of San Francisco's Sister City Osaka, Japan",Kanrin Maru Monument,96 x 110 x 36 in.,Granite with bronze plaque,Granite with bronze plaque on stone,Lincoln Park,Public Display,,"34th Ave and El Camino Del Mar, San Francisco, CA 94121",,District 1,Automation,1,intersection,37.785668,-122.500376,POINT (-122.500376 37.785668),7,8,4,17
1987,1987.44.g,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [first floor window],40 x 30 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
1982,1984.74.b,"Segal, George",Collection of the City and County of San Francisco; Commissioned by the Mayor's Committee for a Memorial to the Six Million Victims of the Holocaust,The Holocaust (figures on ground),14 x 144 x 204 in.,Cast and painted bronze,Cast and painted bronze on concrete,Lincoln Park,Public Display,,"34th Ave and El Camino Del Mar, San Francisco, CA 94121",,District 1,Automation,1,intersection,37.785668,-122.500376,POINT (-122.500376 37.785668),7,8,4,17
2008,2008.4.a-c,"Hsu, Joyce",,Namoo House,,Anodized aluminum and stainless steel,Anodized aluminum and stainless steel,International Terminal,SFO,Gate A3,BA/A,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1898,1906.1,"Perry, R. Hinton",Collection of the City and County of San Francisco; Gift of Shreve & Co.,Lion,61  x 75  x 87 in.,Bronze,Bronze on Stone,Golden Gate Park,Public Display,East Of De Young Museum,Hagiwara Tea Garden Drive,,District 1,Department Data,,,37.7703537,-122.4666711,POINT (-122.4666711 37.7703537),9,8,4,12
2004,2004.13.1-3,"Barr, Aileen",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the West Portal Playground,Secret Garden,18 x 420 x 240 in.,"Hand-carved glazed ceramic tile, thin set, grout","Hand-carved glazed ceramic tile, thin set, grout",West Portal Playground,Public Display,Clubhouse Exterior,Lenox Way between Verdun Way and Ulloa St.,,District 7,Department Data,,,37.7416039,-122.4652439,POINT (-122.4652439 37.7416039),46,10,8,41
2010,2010.6,Rebar,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Leland Avenue Streetscape Improvement Project,Street Life,216 x 102 x 114 in.,"Recycled parking meter heads, steel and automotive paint","Recycled parking meter heads, steel and automotive paint",,Public Display,,"Leland Ave. and Bayshore Blvd., San Francisco, CA",,District 10,,,,,,,,,,
2006,2007.29,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. And Le Conte Ave.,"3rd St and Le Conte Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.718834,-122.397479,POINT (-122.397479 37.718834),88,2,9,1
2004-2009,2011.14.7,"deSoto, Lewis",Collection of the City and County of San Francisco,1949-1958: Community Activities at Laguna Honda,,cotton thread tapestry,cotton thread tapestry,Laguna Honda Hospital,City Agency,Link Building Level 1,"375 Laguna Honda Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.748644,-122.456145,POINT (-122.456145 37.748644),49,7,8,38
